,date,ticker,ret,hold,timestop
0,2025-11-13,HSIC,-0.017725661303517826,13,False
1,2025-11-13,LLY,0.0009483121022222374,15,False
2,2025-11-13,AMGN,-0.020565476190476217,16,False
3,2025-11-14,HSIC,0.008539829203416005,12,False
4,2025-11-14,LLY,-0.001404494382022392,14,False
5,2025-11-14,LITE,0.4476846866250268,37,False
6,2025-11-17,SOLV,0.0528940805880036,16,False
7,2025-11-17,MRK,0.05589058798190827,16,False
8,2025-11-17,AMGN,-0.036931901319832594,14,False
9,2025-11-17,LLY,0.0020945483018497413,13,False
10,2025-11-17,LITE,0.3883587392076673,36,False
11,2025-11-18,AMGN,-0.04331521265153071,13,False
12,2025-11-18,BIIB,0.027601729550435383,17,False
13,2025-11-18,REGN,-0.02789036865469985,14,False
14,2025-11-18,LLY,-0.006028833551769308,12,False
15,2025-11-18,MRK,0.016799751114798145,15,False
16,2025-11-18,APA,-0.0670144462279294,3,False
17,2025-11-19,APA,-0.033264033264033266,2,False
18,2025-11-19,EPAM,0.10755540816890496,30,False
19,2025-11-19,LLY,-0.02454268292682915,11,False
20,2025-11-19,MRK,0.03156233561283539,14,False
21,2025-11-19,LITE,0.2497396995388963,34,False
22,2025-11-20,MNST,0.009969537524231464,15,False
23,2025-11-20,LLY,-0.01864294683165746,10,False
24,2025-11-20,REGN,-0.043270013568521004,12,False
25,2025-11-20,MRK,0.03243129409287149,13,False
26,2025-11-20,JNJ,-0.0122125375486285,13,False
27,2025-11-21,DXCM,0.17914660468205224,50,False
28,2025-11-21,MRK,0.0029664484451716877,12,False
29,2025-11-21,SOLV,-0.03232810615199044,12,False
30,2025-11-21,BIIB,-0.01032515687393043,14,False
31,2025-11-21,LLY,-0.0338397659715014,9,False
32,2025-11-21,REGN,-0.06719142743749174,11,False
33,2025-11-21,JNJ,-0.016233447768513987,12,False
34,2025-11-21,MDT,-0.01679841897233203,12,False
35,2025-11-24,DXCM,0.14161710335958833,49,False
36,2025-11-24,MRK,-0.023406374501992122,11,False
37,2025-11-24,SOLV,-0.03789877668505637,11,False
38,2025-11-24,BIIB,-0.018832711231761,13,False
39,2025-11-24,LLY,-0.043283247364880095,8,False
40,2025-11-24,REGN,-0.07399041302777598,10,False
41,2025-11-24,MDT,-0.03585271317829464,11,False
42,2025-11-25,REGN,-0.1044175176548291,9,False
43,2025-11-25,SOLV,-0.0647079398391045,10,False
44,2025-11-25,MRK,-0.0720234715123983,10,False
45,2025-11-25,BIIB,-0.04654869202022427,12,False
46,2025-11-25,RVTY,-0.06033911149000659,10,False
47,2025-11-25,LLY,-0.07757176063571003,7,False
48,2025-11-26,REGN,-0.10132422477409153,8,False
49,2025-11-26,MRK,-0.06288827296186561,9,False
50,2025-11-26,SOLV,-0.059223642547203026,9,False
51,2025-11-26,BIIB,-0.04644388259865884,11,False
52,2025-11-28,SOLV,-0.059113300492610876,8,False
53,2025-12-01,CVNA,0.12378414390406411,22,False
54,2025-12-02,UAL,0.07357731366162112,30,False
55,2025-12-02,CVNA,0.10334903192046063,21,False
56,2025-12-02,JBHT,0.09287675658213534,38,False
57,2025-12-02,DAL,0.06524408965305506,29,False
58,2025-12-03,MCHP,0.024524445841848763,20,False
59,2025-12-03,INTC,-0.12385740402193768,8,False
60,2025-12-03,ON,0.04584426946631681,40,False
61,2025-12-03,ADI,-0.01232748706152964,20,False
62,2025-12-03,NXPI,-0.0280805062401126,18,False
63,2025-12-04,ODFL,0.4083121620741321,60,True
64,2025-12-04,MCHP,0.006953028430160657,19,False
65,2025-12-05,MCHP,-0.009724965810667063,18,False
66,2025-12-05,TER,-0.04119141305972007,9,False
67,2025-12-05,ADI,-0.02303672366596754,18,False
68,2025-12-08,MCHP,-0.03236822568671105,17,False
69,2025-12-08,TER,-0.05167742253312979,8,False
70,2025-12-09,TER,-0.03735560334050103,7,False
71,2025-12-09,MCHP,-0.025130890052355914,16,False
72,2025-12-09,DG,0.11605862673251566,35,False
73,2025-12-09,DECK,0.015375458783850826,23,False
74,2025-12-09,CVNA,-0.075928563602498,16,False
75,2025-12-10,MCHP,-0.04020618556701039,15,False
76,2025-12-10,COHR,-0.09339073183084323,6,False
77,2025-12-10,GEV,-0.10193637621023521,6,False
78,2025-12-10,TER,-0.05641880299985291,6,False
79,2025-12-10,NXPI,-0.04164139006846357,13,False
80,2025-12-11,MCHP,-0.05673758865248224,14,False
81,2025-12-11,DG,0.055999397045523036,33,False
82,2025-12-11,CVNA,-0.10798519301956633,14,False
83,2025-12-11,NXPI,-0.04598196954665068,12,False
84,2025-12-12,ODFL,0.1961251489121576,57,False
85,2025-12-12,DECK,0.011662383870330029,20,False
86,2025-12-12,MCHP,-0.029919618934206693,13,False
87,2025-12-12,LUV,0.017002671848433293,28,False
88,2025-12-12,NXPI,-0.030636395511921544,11,False
89,2025-12-15,GEV,-0.04703896675717334,3,False
90,2025-12-15,NCLH,0.05773672055427248,22,False
91,2025-12-15,DLTR,-0.08477548219867337,7,False
92,2025-12-15,MCHP,-0.029919618934206693,12,False
93,2025-12-15,LUV,0.0035953978906999584,27,False
94,2025-12-15,DG,0.05401339050628162,31,False
95,2025-12-15,CVNA,-0.05849519982138862,12,False
96,2025-12-16,NCLH,0.06313834726090994,21,False
97,2025-12-16,MCHP,-0.011077389984825547,11,False
98,2025-12-16,LUV,-0.007114062129476073,26,False
99,2025-12-16,TSLA,-0.05866742875806319,9,False
100,2025-12-17,WBD,0.0038993264799715988,22,False
101,2025-12-17,NCLH,0.06313834726090994,20,False
102,2025-12-17,LUV,0.021717911176183602,25,False
103,2025-12-18,NCLH,0.05871474803513643,19,False
104,2025-12-18,LUV,0.02798919715197634,24,False
105,2025-12-18,LULU,-0.05490214308958208,15,False
106,2025-12-18,CVNA,-0.09457863660762211,9,False
107,2025-12-19,RCL,-0.05139820838584408,8,False
108,2025-12-19,NCLH,-0.006076388888888951,18,False
109,2025-12-19,MU,0.3899669073405534,31,False
110,2025-12-19,CCL,-0.02120822622107965,17,False
111,2025-12-22,RCL,-0.07392012768928946,7,False
112,2025-12-22,NCLH,-0.05644829007004537,17,False
113,2025-12-22,CCL,-0.05403726708074541,16,False
114,2025-12-23,RCL,-0.04717917137089889,6,False
115,2025-12-23,NCLH,-0.009086975335352743,16,False
116,2025-12-23,CCL,-0.03790271636133924,15,False
117,2025-12-24,RCL,-0.0531075751393989,5,False
118,2025-12-24,GE,-0.01164956590370958,17,False
119,2025-12-24,CCL,-0.02527999999999997,14,False
120,2025-12-24,NCLH,-0.011652999568407596,15,False
121,2025-12-26,CCL,-0.007817589576547213,13,False
122,2025-12-26,MU,0.297868604936971,27,False
123,2025-12-26,NCLH,0.00394563787812352,14,False
124,2025-12-26,GE,-0.006600241162657783,16,False
125,2025-12-29,NVDA,-0.016895122728721734,8,False
126,2025-12-29,CCL,-0.00846354166666663,12,False
127,2025-12-29,MU,0.25563066888609565,26,False
128,2025-12-29,CMCSA,-0.005360972122945062,14,False
129,2025-12-29,LRCX,0.18343094331039977,26,False
130,2025-12-30,CCL,-0.011680726800778696,11,False
131,2025-12-31,CCL,-0.0026195153896528822,10,False
132,2026-01-02,FIX,-0.025576900083695286,5,False
133,2026-01-05,SLB,0.11073059360730597,40,False
134,2026-01-05,HAL,0.07769423558897226,41,False
135,2026-01-05,IBKR,0.004471147128685349,23,False
136,2026-01-06,IBKR,-0.013583973655323711,22,False
137,2026-01-06,SLB,0.11505844602337834,39,False
138,2026-01-07,ALB,0.04289162592065354,17,False
139,2026-01-08,SLB,0.09498086878235434,37,False
140,2026-01-08,CNC,-0.12212276214833773,13,False
141,2026-01-08,DOW,0.16087962962962954,30,False
142,2026-01-08,HAL,0.06931924152937508,38,False
143,2026-01-09,LRCX,-0.04684923978750699,18,False
144,2026-01-09,AMAT,-0.0025566106647186837,18,False
145,2026-01-09,SLB,0.0763274336283184,36,False
146,2026-01-09,MCHP,-0.00877426216431798,21,False
147,2026-01-09,INTC,-0.034467618002195444,11,False
148,2026-01-09,HAL,0.0542445602206556,37,False
149,2026-01-09,MU,0.07108290590860356,18,False
150,2026-01-12,AMAT,-0.02223017836219232,17,False
151,2026-01-12,LHX,-0.005371609721733006,17,False
152,2026-01-12,MU,0.06866741839419443,17,False
153,2026-01-12,SLB,0.07751937984496116,35,False
154,2026-01-12,INTC,-0.001815705855651495,10,False
155,2026-01-12,LRCX,-0.055671506352087174,17,False
156,2026-01-13,SLB,0.05991285403050117,34,False
157,2026-01-13,TER,0.35647926026082777,34,False
158,2026-01-13,INTC,-0.06999365616409392,9,False
159,2026-01-13,ALB,-0.04737675260063312,13,False
160,2026-01-13,LRCX,-0.029153838977516555,16,False
161,2026-01-14,DOW,0.06475583864118883,26,False
162,2026-01-14,SLB,0.03576751117734722,33,False
163,2026-01-14,LRCX,-0.0031610709325159414,15,False
164,2026-01-14,INTC,-0.09729064039408875,8,False
165,2026-01-14,ALB,-0.050971557307800675,12,False
166,2026-01-15,AMAT,-0.058511971919267824,14,False
167,2026-01-15,KLAC,-0.09380825393537706,11,False
168,2026-01-15,INTC,-0.0898178807947021,7,False
169,2026-01-15,ALB,-0.03038324318103347,11,False
170,2026-01-15,BG,0.0750712119819903,32,False
171,2026-01-15,LRCX,-0.042948452660137026,14,False
172,2026-01-16,LMT,0.11936198341431603,37,False
173,2026-01-16,INTC,-0.0634582623509371,6,False
174,2026-01-16,AMAT,-0.08134307819332731,13,False
175,2026-01-16,KLAC,-0.107021214169994,10,False
176,2026-01-16,LRCX,-0.06651417294581996,13,False
177,2026-01-20,BG,0.06305651462838457,30,False
178,2026-01-20,ALB,-0.023414860322244047,9,False
179,2026-01-20,INTC,-0.09431630971993421,5,False
180,2026-01-20,MU,0.012657534246575342,12,False
181,2026-01-21,BG,0.043990363165878454,29,False
182,2026-01-21,GNRC,0.1626758107636872,32,False
183,2026-01-21,TPL,0.4992057302948907,47,False
184,2026-01-21,CF,0.2932723709993468,55,False
185,2026-01-21,AMD,-0.19143314651721388,11,False
186,2026-01-21,INTC,-0.18930875576036876,4,False
187,2026-01-22,AMD,-0.20395696212509362,10,False
188,2026-01-22,LMT,0.0977252445656751,34,False
189,2026-01-22,GNRC,0.14092620052469496,31,False
190,2026-01-22,BG,0.03852298952600752,28,False
191,2026-01-22,INTC,-0.19035346097201777,3,False
192,2026-01-23,AMD,-0.2221965495995072,9,False
193,2026-01-23,BG,0.029929577464788748,27,False
194,2026-01-23,ALB,-0.11086486201255863,6,False
195,2026-01-23,MU,-0.07514074815463523,9,False
196,2026-01-23,FIX,0.1503067484662577,29,False
197,2026-01-26,AMD,-0.19629143289164785,8,False
198,2026-01-26,ALB,-0.11198945981554675,5,False
199,2026-01-26,BG,0.027307050662920274,26,False
200,2026-01-26,MU,-0.0500398365416741,8,False
201,2026-01-27,BKR,0.0709734513274336,26,False
202,2026-01-27,BG,0.00731812311665947,25,False
203,2026-01-27,MU,-0.09901521060842433,7,False
204,2026-01-27,AMD,-0.1985874697456652,7,False
205,2026-01-28,BKR,0.06851492141974203,25,False
206,2026-01-28,MPWR,-0.04622217631565362,22,False
207,2026-01-28,MU,-0.1508454328248483,6,False
208,2026-01-29,MPWR,-0.06344926678781238,21,False
209,2026-01-29,KLAC,-0.16897863727288376,2,False
210,2026-01-29,LRCX,-0.16134101623886854,5,False
211,2026-01-29,MU,-0.15183918860001377,5,False
212,2026-01-30,TXN,-0.0053351890512642886,17,False
213,2026-01-30,MU,-0.10909178557655219,4,False
214,2026-01-30,EQT,0.08262601766845656,42,False
215,2026-02-02,TXN,-0.047153459846228984,16,False
216,2026-02-02,MU,-0.15573321151210595,3,False
217,2026-02-03,TXN,-0.04799964477598684,15,False
218,2026-02-03,TER,0.0990175984168491,20,False
219,2026-02-05,BALL,-0.027798761142166506,19,False
220,2026-02-05,HSY,-0.02050093591229163,22,False
221,2026-02-05,FDX,-0.03393230025277494,21,False
222,2026-02-06,HSY,-0.05074936293352916,21,False
223,2026-02-06,GLW,0.05959397511460374,19,False
224,2026-02-09,CIEN,0.01770919635459811,18,False
225,2026-02-09,GLW,-0.014841312124210249,18,False
226,2026-02-10,CIEN,-0.01302310010043517,17,False
227,2026-02-10,VZ,0.04642329605401985,26,False
228,2026-02-11,VZ,0.01266081274249542,25,False
229,2026-02-11,GNRC,-0.06949160426066325,17,False
230,2026-02-11,VRT,0.005834775260552982,31,False
231,2026-02-11,GLW,-0.026034612490594466,16,False
232,2026-02-12,SW,-0.09548813691170754,7,False
233,2026-02-12,VZ,0.0026283865750100777,24,False
234,2026-02-12,GNRC,-0.07268344690121897,16,False
235,2026-02-12,VRT,0.056868631347511744,30,False
236,2026-02-12,GLW,-0.015665399239543798,15,False
237,2026-02-13,GLW,-0.030121384684549724,14,False
238,2026-02-13,TPL,0.2006893201637714,30,False
239,2026-02-13,VRT,0.06579115678164849,29,False
240,2026-02-13,GNRC,-0.10871018044107805,15,False
241,2026-02-13,SW,-0.09794414274631502,6,False
242,2026-02-17,SW,-0.08480913026367576,5,False
243,2026-02-17,TPL,0.21727404905961256,29,False
244,2026-02-17,VRT,0.02640331786638206,28,False
245,2026-02-17,GNRC,-0.14310802707101855,14,False
246,2026-02-18,TPR,-0.055935483870967695,12,False
247,2026-02-18,SW,-0.10281635802469147,4,False
248,2026-02-18,TPL,0.17780399809398495,28,False
249,2026-02-18,VRT,0.027753793018379103,27,False
250,2026-02-18,GNRC,-0.12393255966717753,13,False
251,2026-02-19,FIX,-0.06080726891490473,11,False
252,2026-02-19,GNRC,-0.12054336835626667,12,False
253,2026-02-19,VRT,0.02838805233275732,26,False
254,2026-02-19,CIEN,-0.07411827517979974,11,False
255,2026-02-19,TPL,0.06681601446892471,27,False
256,2026-02-20,FIX,-0.11778584764366751,10,False
257,2026-02-20,GNRC,-0.12714341812469998,11,False
258,2026-02-20,VRT,0.025476923076923175,25,False
259,2026-02-20,TPL,0.0383892134112187,26,False
260,2026-02-20,CIEN,-0.11983878190774744,10,False
261,2026-02-20,GLW,-0.07218120564834063,10,False
262,2026-02-23,EIX,-0.05519089082384465,11,False
263,2026-02-23,GNRC,-0.12046603649153653,10,False
264,2026-02-23,VRT,0.018498899845163397,24,False
265,2026-02-23,TPL,0.03225614000198873,25,False
266,2026-02-23,CIEN,-0.14508177705602587,9,False
267,2026-02-23,GLW,-0.10884681583476763,9,False
268,2026-02-24,VRT,-0.012601224570412795,23,False
269,2026-02-24,GNRC,-0.1493387762044478,9,False
270,2026-02-24,CIEN,-0.13974321564050185,8,False
271,2026-02-24,TPL,-0.024212801955070917,24,False
272,2026-02-25,GLW,-0.1931683600324129,7,False
273,2026-02-25,TPL,0.01718596903782088,23,False
274,2026-02-25,GRMN,-0.07742370728997194,11,False
275,2026-02-25,VRT,-0.046645562378427874,22,False
276,2026-02-25,KEYS,-0.05109537361837313,18,False
277,2026-02-25,GNRC,-0.15440865669118264,8,False
278,2026-02-26,AXON,-0.06397789854413938,10,False
279,2026-02-27,TPL,-0.009956321882927277,21,False
280,2026-03-02,TPL,-0.022632698789282424,20,False
281,2026-03-02,AXON,-0.09969931121289466,8,False
282,2026-03-03,AXON,-0.11069091160268696,7,False
283,2026-03-03,TPL,-0.00872736994881973,19,False
284,2026-03-04,TPL,-0.03178452183320579,18,False
285,2026-03-04,XYZ,-0.07035561005518087,7,False
286,2026-03-05,XYZ,-0.09988127040664885,6,False
287,2026-03-05,INTU,-0.07840784935409928,6,False
288,2026-03-06,NOW,-0.09514235161653528,5,False
289,2026-03-06,XYZ,-0.08563244384139901,5,False
290,2026-03-06,INTU,-0.10595008001330097,5,False
291,2026-03-09,INTU,-0.09179386492705899,4,False
292,2026-03-09,DDOG,-0.028546981953951445,12,False
293,2026-03-09,XYZ,-0.07461092462618257,4,False
294,2026-03-10,PLTR,-0.0343390234219928,13,False
295,2026-03-10,INTU,-0.052340566141645506,3,False
296,2026-03-10,XYZ,-0.07545731707317072,3,False
297,2026-03-10,DDOG,0.014705882352941124,11,False
298,2026-03-11,INTU,-0.02329435804291069,2,False
299,2026-03-11,VLO,0.012032027699632186,21,False
300,2026-03-11,APA,0.19077949651198067,20,False
301,2026-03-11,MPC,0.0198906236217693,20,False
302,2026-03-11,DDOG,-0.020393756373048855,10,False
303,2026-03-12,MPC,0.005128873821011126,19,False
304,2026-03-12,DOW,0.02448110697179362,20,False
305,2026-03-12,VLO,-0.00839659047538266,20,False
306,2026-03-12,APA,0.1681047307349004,19,False
307,2026-03-12,LYB,0.009686533028386846,19,False
308,2026-03-12,CF,-0.1264705882352941,20,False
309,2026-03-12,PSX,-0.0424493078292838,18,False
310,2026-03-12,MOS,-0.11575255102040816,3,False
311,2026-03-13,PANW,-0.017842174589869586,6,False
312,2026-03-13,MPC,0.022415775046423114,18,False
313,2026-03-13,VLO,0.014050912875666732,19,False
314,2026-03-13,APA,0.1389614157238177,18,False
315,2026-03-13,PSX,-0.034965844621975384,17,False
316,2026-03-16,DDOG,-0.013273287508888343,7,False
317,2026-03-16,PANW,-0.020364287847118523,5,False
318,2026-03-16,APA,0.13665315576143588,17,False
319,2026-03-16,MPC,0.010089979907399238,17,False
320,2026-03-17,DDOG,-0.03088383642430359,6,False
321,2026-03-17,EXPE,-0.03291191709844554,8,False
322,2026-03-17,APA,0.09450794535823803,16,False
323,2026-03-17,WDC,-0.1223351709633217,8,False
324,2026-03-17,STX,-0.1010710299460923,8,False
325,2026-03-18,WDC,-0.09668743850442751,7,False
326,2026-03-18,OXY,0.029462144570058246,15,False
327,2026-03-18,APA,0.07238459437312206,15,False
328,2026-03-18,DDOG,-0.048529635837269436,5,False
329,2026-03-18,DVN,-0.00020764119601324182,15,False
330,2026-03-19,WDC,-0.13097529422900955,6,False
331,2026-03-19,OXY,0.008727760993622047,14,False
332,2026-03-19,LITE,-0.12061440431015502,8,False
333,2026-03-19,CIEN,-0.09406660526443356,8,False
334,2026-03-19,APA,0.03152916447714116,14,False
335,2026-03-19,STX,-0.12901518637827902,6,False
336,2026-03-20,STX,-0.07951754492619711,5,False
337,2026-03-20,CIEN,-0.02636171820052624,7,False
338,2026-03-20,OXY,-0.010047768077746655,13,False
339,2026-03-20,AKAM,-0.007965242577842258,14,False
340,2026-03-20,APA,0.0038353362311429606,13,False
341,2026-03-20,WDC,-0.0603207096554077,5,False
342,2026-03-20,LITE,-0.03872018121327958,7,False
343,2026-03-23,WDC,-0.06570779198751653,4,False
344,2026-03-23,OXY,-0.003482009616978976,12,False
345,2026-03-23,COP,-0.007076027989621814,12,False
346,2026-03-23,AKAM,-0.04220921087127516,13,False
347,2026-03-23,CIEN,-0.0836724687423388,6,False
348,2026-03-23,VLO,-0.014996419394245675,13,False
349,2026-03-23,APA,0.005892902895208829,12,False
350,2026-03-23,DELL,1.54766389209551,60,True
351,2026-03-23,LITE,-0.06852321832773167,6,False
352,2026-03-24,DELL,1.3147363065965747,60,True
353,2026-03-24,DVN,-0.04217226974338584,11,False
354,2026-03-24,LITE,-0.15335602688312822,5,False
355,2026-03-24,COP,-0.02365674526478534,11,False
356,2026-03-24,OXY,-0.018775510204081636,11,False
357,2026-03-24,MPC,-0.05190439096388011,11,False
358,2026-03-24,CIEN,-0.12951232008943125,5,False
359,2026-03-24,APA,-0.03774509803921566,11,False
360,2026-03-25,AKAM,-0.08015107007973155,11,False
361,2026-03-25,OXY,-0.02829426030719484,10,False
362,2026-03-25,CIEN,-0.14605894448252232,4,False
363,2026-03-25,HPE,-0.10473235065942599,4,False
364,2026-03-25,APA,-0.04985479186834463,10,False
365,2026-03-25,DELL,1.275474159013097,60,True
366,2026-03-25,LITE,-0.12631727935972825,4,False
367,2026-03-26,SLB,-0.05562989868094059,6,False
368,2026-03-26,CIEN,-0.03665042913477157,3,False
369,2026-03-26,HPE,-0.07937774232149986,3,False
370,2026-03-26,FANG,-0.0740887284237598,9,False
371,2026-03-26,APA,-0.08271028037383177,9,False
372,2026-03-26,LITE,-0.014227642276422703,3,False
373,2026-03-26,DELL,1.4330565350927085,60,True
374,2026-03-26,BKR,-0.02710070558050026,5,False
375,2026-03-27,BKR,-0.04033533691869662,4,False
376,2026-03-27,HAL,-0.06853043047996044,12,False
377,2026-03-27,CIEN,-0.06932098304325096,2,False
378,2026-03-27,DELL,1.5263954368197425,60,True
379,2026-03-27,DVN,-0.07528327251776457,8,False
380,2026-03-27,OXY,-0.07991426821800351,8,False
381,2026-03-27,APA,-0.11556656904708273,8,False
382,2026-03-27,LITE,-0.033768303615898,2,False
383,2026-03-27,ALB,-0.03315686820841457,9,False
384,2026-03-27,SLB,-0.07663551401869162,5,False
385,2026-03-30,HAL,-0.041008660213958215,11,False
386,2026-03-30,DVN,-0.06541149068322993,7,False
387,2026-03-30,EOG,-0.06758289412235641,7,False
388,2026-03-30,OXY,-0.09269323671497576,7,False
389,2026-03-30,CF,-0.1366279069767442,8,False
390,2026-03-30,APA,-0.10242341106538644,7,False
391,2026-03-30,DOW,-0.08048722235490802,8,False
392,2026-03-30,SLB,-0.0413351445759752,4,False
393,2026-03-30,BKR,-0.0001647989452867593,3,False
394,2026-03-30,LYB,-0.08897790725904342,7,False
